,Airport_temperature,Airport_Humidity,IIITD_temperature,IIITD_Humidity
2018-03-01 00:00:00,,,23.1,61.6
2018-03-01 00:30:00,21.0,68.0,22.9,61.1
2018-03-01 01:00:00,20.0,73.0,23.0,61.6
2018-03-01 01:30:00,20.0,73.0,22.9,62.5
2018-03-01 02:00:00,20.0,73.0,22.4,63.4
2018-03-01 02:30:00,20.0,70.0,22.0,63.8
2018-03-01 03:00:00,19.0,78.0,21.7,64.3
2018-03-01 03:30:00,19.0,78.0,21.5,64.7
2018-03-01 04:00:00,19.0,78.0,21.5,65.2
2018-03-01 04:30:00,19.0,78.0,21.1,66.5
2018-03-01 05:00:00,18.0,83.0,20.9,67.4
2018-03-01 05:30:00,17.0,81.0,20.7,68.2
2018-03-01 06:00:00,17.0,84.5,20.6,67.8
2018-03-01 06:30:00,17.0,88.0,20.3,69.1
2018-03-01 07:00:00,17.0,88.0,20.9,70.5
2018-03-01 07:30:00,17.0,88.0,20.3,69.5
2018-03-01 08:00:00,18.0,88.0,20.8,68.7
2018-03-01 08:30:00,19.0,72.0,21.9,66.2
2018-03-01 09:00:00,21.0,73.0,23.4,62.2
2018-03-01 09:30:00,23.0,65.0,24.0,57.9
2018-03-01 10:00:00,23.0,65.0,24.7,54.5
2018-03-01 10:01:00,23.0,65.0,24.75,55.0
2018-03-01 10:30:00,25.0,50.0,24.8,55.5
2018-03-01 11:00:00,25.0,50.0,26.7,49.6
2018-03-01 11:30:00,26.0,38.0,27.7,43.4
2018-03-01 12:00:00,27.0,45.0,28.2,42.9
2018-03-01 12:30:00,28.0,39.0,29.1,39.2
2018-03-01 13:00:00,28.0,39.0,29.6,36.4
2018-03-01 13:30:00,29.0,37.0,29.5,35.3
2018-03-01 14:00:00,29.0,33.0,29.4,38.1
2018-03-01 14:30:00,29.0,35.0,29.3,37.0
2018-03-01 15:00:00,29.0,36.0,30.1,38.2
2018-03-01 15:30:00,29.0,37.0,31.0,34.9
2018-03-01 16:00:00,29.0,35.0,30.0,34.8
2018-03-01 16:30:00,28.0,35.0,29.1,35.3
2018-03-01 17:00:00,28.0,32.0,28.8,35.8
2018-03-01 17:30:00,27.0,26.0,28.1,39.6
2018-03-01 18:00:00,27.0,37.0,27.4,40.1
2018-03-01 18:30:00,26.0,39.0,26.9,43.3
2018-03-01 19:00:00,25.0,41.0,26.1,44.8
2018-03-01 19:30:00,25.0,39.0,25.4,44.7
2018-03-01 20:00:00,25.0,39.0,24.7,47.8
2018-03-01 20:30:00,22.0,46.0,24.6,49.4
2018-03-01 21:00:00,24.0,47.0,24.0,50.9
2018-03-01 21:30:00,24.0,47.0,23.8,52.4
2018-03-01 22:00:00,23.0,50.0,23.5,54.8
2018-03-01 22:30:00,22.0,53.0,23.1,60.2
2018-03-01 23:00:00,22.0,53.0,23.3,59.7
2018-03-01 23:30:00,21.0,62.0,23.4,60.2
2018-03-02 00:00:00,21.0,68.0,23.2,61.2
2018-03-02 00:30:00,20.4,68.4,23.3,61.2
2018-03-02 01:00:00,19.8,68.8,23.1,62.1
2018-03-02 01:30:00,19.2,69.2,22.9,63.5
2018-03-02 02:00:00,18.6,69.6,22.7,63.9
2018-03-02 02:30:00,18.0,70.0,22.2,64.8
2018-03-02 03:00:00,18.0,72.33333333333333,22.1,64.8
2018-03-02 03:30:00,18.0,74.66666666666667,21.8,65.7
2018-03-02 04:00:00,18.0,77.0,21.7,66.1
2018-03-02 04:30:00,18.0,77.0,20.9,67.4
2018-03-02 05:00:00,18.0,77.0,20.7,66.4
2018-03-02 05:30:00,18.0,68.0,20.6,64.5
2018-03-02 06:00:00,17.0,82.0,20.9,64.6
2018-03-02 06:30:00,17.0,82.0,21.4,61.8
2018-03-02 07:00:00,19.0,78.0,21.6,58.0
2018-03-02 07:30:00,19.0,78.0,21.6,59.5
2018-03-02 08:00:00,20.0,68.0,22.1,58.1
2018-03-02 08:30:00,21.0,64.0,23.5,57.3
2018-03-02 09:00:00,22.5,57.0,24.6,52.5
2018-03-02 09:30:00,24.0,50.0,25.5,49.5
2018-03-02 10:00:00,26.0,47.0,26.4,49.6
2018-03-02 10:30:00,26.0,47.0,27.2,46.0
2018-03-02 11:00:00,26.0,42.0,27.7,43.4
2018-03-02 11:30:00,27.0,32.0,28.2,42.9
2018-03-02 12:00:00,27.0,45.0,28.1,50.9
2018-03-02 12:30:00,28.0,42.0,28.9,46.7
2018-03-02 13:00:00,29.0,35.0,29.8,41.5
2018-03-02 13:30:00,29.0,35.0,30.7,38.2
2018-03-02 14:00:00,30.0,33.0,31.2,36.0
2018-03-02 14:30:00,31.0,19.0,32.4,35.0
2018-03-02 15:00:00,32.0,29.0,32.7,33.9
2018-03-02 15:30:00,31.0,31.0,33.0,31.6
2018-03-02 16:00:00,31.0,29.0,33.0,31.6
2018-03-02 16:30:00,31.0,27.0,31.9,32.7
2018-03-02 17:00:00,30.0,31.0,31.5,34.4
2018-03-02 17:30:00,29.0,24.0,31.0,34.9
2018-03-02 18:00:00,28.0,30.666666666666668,30.0,37.0
2018-03-02 18:30:00,27.0,37.333333333333336,28.9,40.3
2018-03-02 19:00:00,26.0,44.0,28.0,42.3
2018-03-02 19:30:00,26.0,47.0,27.3,45.5
2018-03-02 20:00:00,25.0,50.0,27.0,46.5
2018-03-02 20:30:00,24.0,62.0,26.4,48.6
2018-03-02 21:00:00,23.0,61.0,26.2,48.5
2018-03-02 21:30:00,23.0,61.0,25.4,51.6
2018-03-02 22:00:00,23.0,61.0,25.0,53.5
2018-03-02 22:30:00,23.0,61.0,24.8,54.0
2018-03-02 23:00:00,23.0,61.0,24.5,55.5
2018-03-02 23:30:00,22.0,63.0,24.0,57.4
2018-03-03 00:00:00,22.0,64.0,23.7,58.3
2018-03-03 00:30:00,22.0,64.0,23.7,58.8
2018-03-03 01:00:00,21.0,68.0,23.7,59.3
2018-03-03 01:30:00,21.0,68.0,23.5,59.8
2018-03-03 02:00:00,21.0,68.0,22.7,63.0
2018-03-03 02:30:00,19.0,60.0,22.3,64.8
2018-03-03 03:00:00,20.0,73.0,22.2,63.9
2018-03-03 03:30:00,19.0,78.0,22.2,62.9
2018-03-03 04:00:00,19.0,78.0,21.9,64.3
2018-03-03 04:30:00,19.0,78.0,22.0,63.8
2018-03-03 05:00:00,18.0,83.0,21.5,66.5
2018-03-03 05:30:00,19.0,74.0,21.5,66.5
2018-03-03 06:00:00,17.0,88.0,21.0,68.3
2018-03-03 06:30:00,17.0,88.0,21.0,68.3
2018-03-03 07:00:00,17.0,88.0,21.0,67.8
2018-03-03 07:30:00,17.0,88.0,21.1,67.4
2018-03-03 08:00:00,18.0,83.0,22.0,65.2
2018-03-03 08:30:00,21.0,60.0,22.7,63.0
2018-03-03 09:00:00,22.0,60.0,24.1,58.9
2018-03-03 09:30:00,23.0,57.0,25.2,54.6
2018-03-03 10:00:00,26.0,47.0,26.7,48.1
2018-03-03 10:30:00,27.0,42.0,27.3,43.9
2018-03-03 11:00:00,28.0,37.0,28.3,40.2
2018-03-03 11:30:00,30.0,26.0,29.3,38.1
2018-03-03 12:00:00,30.0,29.0,29.8,37.0
2018-03-03 12:30:00,30.0,29.0,30.3,31.4
2018-03-03 13:00:00,32.0,33.0,30.9,32.6
2018-03-03 13:30:00,33.0,31.0,31.5,31.5
2018-03-03 14:00:00,33.0,31.0,31.7,30.4
2018-03-03 14:30:00,33.0,17.0,32.5,30.4
2018-03-03 15:00:00,33.0,21.0,33.4,29.3
2018-03-03 15:30:00,33.0,25.0,33.0,29.3
2018-03-03 16:00:00,33.0,29.0,33.7,29.4
2018-03-03 16:30:00,32.0,29.0,33.4,28.2
2018-03-03 17:00:00,32.0,29.0,32.5,30.4
2018-03-03 17:30:00,31.0,31.0,31.6,32.7
2018-03-03 18:00:00,29.0,37.0,29.1,45.2
2018-03-03 18:30:00,28.0,39.0,28.2,48.3
2018-03-03 19:00:00,27.0,48.0,27.5,52.3
2018-03-03 19:30:00,27.0,48.0,26.6,53.2
2018-03-03 20:00:00,26.0,51.0,26.3,50.6
2018-03-03 20:30:00,25.0,31.0,26.0,50.1
2018-03-03 21:00:00,25.0,50.0,25.9,49.0
2018-03-03 21:30:00,24.0,53.0,25.9,48.0
2018-03-03 22:00:00,23.0,57.0,25.7,47.9
2018-03-03 22:30:00,23.0,53.0,25.2,50.5
2018-03-03 23:00:00,23.0,53.0,25.0,50.4
2018-03-03 23:30:00,22.0,63.0,25.0,49.9
2018-03-04 00:00:00,22.0,60.0,24.8,49.9
2018-03-04 00:30:00,22.0,60.0,24.2,54.4
2018-03-04 01:00:00,21.0,68.0,23.8,55.4
2018-03-04 01:30:00,21.0,73.0,23.2,59.2
2018-03-04 02:00:00,20.0,78.0,22.5,63.4
2018-03-04 02:30:00,21.0,63.0,21.9,66.6
2018-03-04 03:00:00,20.0,78.0,21.8,67.1
2018-03-04 03:30:00,20.0,78.0,21.6,66.6
2018-03-04 04:00:00,19.5,78.0,21.2,64.6
2018-03-04 04:30:00,19.0,78.0,20.8,64.6
2018-03-04 05:00:00,19.0,78.0,20.5,65.9
2018-03-04 05:30:00,19.0,72.0,20.3,67.3
2018-03-04 06:00:00,19.0,68.0,19.9,68.6
2018-03-04 06:30:00,19.0,68.0,19.8,68.5
2018-03-04 07:00:00,19.0,73.0,20.1,67.2
2018-03-04 07:30:00,19.0,68.0,20.4,66.4
2018-03-04 08:00:00,20.0,64.0,21.5,64.7
2018-03-04 08:30:00,22.0,57.0,23.0,58.7
2018-03-04 09:00:00,23.0,53.0,24.1,53.9
2018-03-04 09:30:00,24.0,50.0,25.9,50.0
2018-03-04 10:00:00,26.0,39.0,26.3,43.8
2018-03-04 10:30:00,27.0,32.0,27.1,40.6
2018-03-04 11:00:00,28.0,30.0,28.2,38.0
2018-03-04 11:30:00,30.0,27.0,29.2,35.8
2018-03-04 12:00:00,28.0,42.0,30.4,34.3
2018-03-04 12:30:00,28.0,39.0,30.6,40.4
2018-03-04 13:00:00,28.0,39.0,29.9,40.4
2018-03-04 13:30:00,28.0,30.0,30.4,38.2
2018-03-04 14:00:00,27.0,32.0,30.0,35.9
2018-03-04 14:30:00,27.0,21.0,27.7,39.0
2018-03-04 15:00:00,27.0,34.0,27.6,39.0
2018-03-04 15:30:00,27.0,37.0,28.3,38.0
2018-03-04 16:00:00,27.0,35.5,27.9,38.5
2018-03-04 16:30:00,27.0,34.0,27.2,38.4
2018-03-04 17:00:00,26.0,36.0,26.8,38.9
2018-03-04 17:30:00,26.0,25.0,26.1,38.3
2018-03-04 18:00:00,26.0,36.0,26.0,39.4
2018-03-04 18:30:00,25.0,39.0,25.8,39.9
2018-03-04 19:00:00,23.0,47.0,25.3,42.1
2018-03-04 19:30:00,23.0,50.0,24.7,43.6
2018-03-04 20:00:00,22.0,57.0,24.3,46.2
2018-03-04 20:30:00,22.0,49.0,24.1,47.8
2018-03-04 21:00:00,21.0,60.0,23.9,48.8
2018-03-04 21:30:00,21.0,60.0,23.6,49.8
2018-03-04 22:00:00,21.0,60.0,23.4,51.3
2018-03-04 22:30:00,21.0,60.0,22.9,53.7
2018-03-04 23:00:00,20.0,64.0,22.5,56.2
2018-03-04 23:30:00,20.0,68.0,22.4,56.7
2018-03-05 00:00:00,20.0,68.0,22.0,59.5
2018-03-05 00:30:00,20.0,68.0,21.8,63.3
2018-03-05 01:00:00,20.0,68.0,21.5,63.7
2018-03-05 01:30:00,19.0,73.0,21.4,64.2
2018-03-05 02:00:00,19.0,73.0,21.1,64.6
2018-03-05 02:30:00,19.0,67.0,20.9,64.6
2018-03-05 03:00:00,19.0,73.0,20.9,66.0
2018-03-05 03:30:00,19.0,73.0,20.8,66.4
2018-03-05 04:00:00,18.0,77.0,20.9,65.5
2018-03-05 04:30:00,17.0,82.0,20.2,67.7
2018-03-05 05:00:00,16.0,88.0,20.0,69.0
2018-03-05 05:30:00,17.0,79.0,19.8,69.0
2018-03-05 06:00:00,16.0,88.0,19.6,69.4
2018-03-05 06:30:00,15.0,94.0,19.5,70.3
2018-03-05 07:00:00,15.0,94.0,19.3,70.2
2018-03-05 07:30:00,16.0,88.0,19.5,70.7
2018-03-05 08:00:00,17.0,88.0,19.8,71.2
2018-03-05 08:30:00,18.0,70.0,20.8,68.3
2018-03-05 09:00:00,20.0,73.0,21.7,64.7
2018-03-05 09:30:00,21.0,68.0,23.5,58.3
2018-03-05 10:00:00,22.0,64.0,24.3,53.9
2018-03-05 10:30:00,23.5,59.0,25.1,49.4
2018-03-05 11:00:00,25.0,54.0,26.0,45.4
2018-03-05 11:30:00,27.0,30.0,26.8,43.3
2018-03-05 12:00:00,27.0,45.0,27.4,37.9
2018-03-05 12:30:00,27.0,42.0,28.0,36.9
2018-03-05 13:00:00,27.0,39.0,28.7,34.7
2018-03-05 13:30:00,28.0,32.0,28.9,31.3
2018-03-05 14:00:00,28.0,30.0,29.2,29.0
2018-03-05 14:30:00,28.0,30.0,29.5,26.7
2018-03-05 15:00:00,28.0,28.0,30.3,25.6
2018-03-05 15:30:00,28.0,28.0,29.6,22.6
2018-03-05 16:00:00,28.0,28.0,29.5,27.3
2018-03-05 16:30:00,28.0,28.0,29.1,26.7
2018-03-05 17:00:00,27.0,30.0,28.5,31.8
2018-03-05 17:30:00,26.0,24.0,27.7,32.3
2018-03-05 18:00:00,26.0,32.0,27.0,35.6
2018-03-05 18:30:00,25.0,36.0,25.9,38.3
2018-03-05 19:00:00,24.0,38.0,25.4,41.0
2018-03-05 19:30:00,24.0,41.0,27.9,43.4
2018-03-05 20:00:00,23.0,47.0,28.0,43.4
2018-03-05 20:30:00,23.0,41.0,27.8,43.4
2018-03-05 21:00:00,22.0,50.0,27.7,44.5
2018-03-05 21:30:00,21.0,53.0,27.7,44.5
2018-03-05 22:00:00,21.0,53.0,27.6,45.0
2018-03-05 22:30:00,20.0,56.0,27.5,45.5
2018-03-05 23:00:00,20.0,56.0,27.5,45.5
2018-03-05 23:30:00,21.0,48.0,27.4,45.5
2018-03-06 00:00:00,20.0,60.0,27.4,45.5
2018-03-06 00:30:00,20.0,60.0,27.4,45.5
2018-03-06 01:00:00,20.0,60.0,27.3,46.0
2018-03-06 01:30:00,19.0,64.0,27.3,46.0
2018-03-06 02:00:00,19.0,68.0,27.3,46.5
2018-03-06 02:30:00,17.0,70.0,27.2,46.5
2018-03-06 03:00:00,17.0,77.0,27.2,46.5
2018-03-06 03:30:00,16.0,77.0,27.2,46.5
2018-03-06 04:00:00,16.0,82.0,27.0,47.0
2018-03-06 04:30:00,15.0,82.0,26.8,47.5
2018-03-06 05:00:00,15.0,88.0,26.8,47.5
2018-03-06 05:30:00,16.0,73.0,26.8,47.5
2018-03-06 06:00:00,14.0,88.0,26.5,47.5
2018-03-06 06:30:00,14.0,88.0,26.3,48.0
2018-03-06 07:00:00,14.0,88.0,26.2,48.0
2018-03-06 07:30:00,14.0,88.0,26.1,48.5
2018-03-06 08:00:00,16.0,82.0,26.1,48.5
2018-03-06 08:30:00,16.0,74.0,26.0,48.5
2018-03-06 09:00:00,18.0,77.0,25.2,50.0
2018-03-06 09:30:00,20.0,68.0,25.0,51.5
2018-03-06 10:00:00,21.0,64.0,25.2,51.5
2018-03-06 10:30:00,22.0,60.5,25.6,50.5
2018-03-06 10:31:00,23.0,57.0,25.85,50.8
2018-03-06 11:00:00,24.0,53.0,26.1,51.1
2018-03-06 11:30:00,25.0,41.0,26.3,50.6
2018-03-06 12:00:00,26.0,39.0,26.5,50.1
2018-03-06 12:30:00,26.0,36.0,26.8,49.6
2018-03-06 13:00:00,27.0,36.5,27.0,48.6
2018-03-06 13:30:00,28.0,37.0,27.5,47.1
2018-03-06 14:00:00,28.5,27.0,27.7,46.1
2018-03-06 14:30:00,29.0,17.0,27.8,45.5
2018-03-06 15:00:00,29.0,29.0,28.0,45.0
2018-03-06 15:30:00,29.0,27.0,28.2,44.5
2018-03-06 16:00:00,28.0,27.5,28.2,44.0
2018-03-06 16:30:00,27.0,28.0,28.1,43.4
2018-03-06 17:00:00,27.0,30.0,28.1,43.4
2018-03-06 17:30:00,26.0,26.0,28.0,43.4
2018-03-06 18:00:00,26.0,36.0,27.9,43.4
2018-03-06 18:30:00,25.0,40.0,27.9,43.4
2018-03-06 19:00:00,24.0,44.0,27.7,42.3
2018-03-06 19:30:00,23.0,50.0,27.5,42.3
2018-03-06 20:00:00,22.0,53.0,28.0,40.7
2018-03-06 20:30:00,21.0,56.0,24.1,47.8
2018-03-06 21:00:00,21.0,56.0,23.6,49.2
2018-03-06 21:30:00,21.0,56.0,23.3,50.2
2018-03-06 22:00:00,20.0,60.0,23.2,51.2
2018-03-06 22:30:00,20.0,60.0,22.8,52.2
2018-03-06 23:00:00,20.0,60.0,22.5,53.7
2018-03-06 23:30:00,19.0,60.0,22.5,53.7
2018-03-07 00:00:00,19.0,64.0,22.2,55.1
2018-03-07 00:30:00,18.5,66.0,22.0,56.1
2018-03-07 01:00:00,18.0,68.0,22.0,56.1
2018-03-07 01:30:00,17.5,70.0,21.6,57.5
2018-03-07 02:00:00,17.0,72.0,21.4,58.0
2018-03-07 02:30:00,17.0,67.0,21.1,58.9
2018-03-07 03:00:00,16.0,77.0,21.1,59.4
2018-03-07 03:30:00,16.0,77.0,20.9,60.8
2018-03-07 04:00:00,16.0,77.0,20.7,60.8
2018-03-07 04:30:00,16.0,77.0,20.5,61.7
2018-03-07 05:00:00,15.0,82.0,20.4,61.7
2018-03-07 05:30:00,15.0,77.0,19.9,63.0
2018-03-07 06:00:00,14.0,88.0,19.7,63.9
2018-03-07 06:30:00,14.0,88.0,19.3,64.3
2018-03-07 07:00:00,14.0,88.0,19.0,64.7
2018-03-07 07:30:00,14.0,88.0,19.2,64.3
2018-03-07 08:00:00,15.0,82.0,20.0,62.1
2018-03-07 08:30:00,16.0,69.0,20.8,59.8
2018-03-07 09:00:00,18.0,68.0,22.0,56.1
2018-03-07 09:30:00,20.0,60.0,23.2,51.8
2018-03-07 10:00:00,22.0,57.0,24.4,49.8
2018-03-07 10:30:00,23.5,52.0,25.4,47.4
2018-03-07 11:00:00,25.0,47.0,25.9,45.3
2018-03-07 11:30:00,26.0,42.0,26.7,43.3
2018-03-07 12:00:00,26.666666666666668,38.666666666666664,27.4,40.1
2018-03-07 12:30:00,27.333333333333332,35.333333333333336,28.2,37.4
2018-03-07 13:00:00,28.0,32.0,28.6,32.4
2018-03-07 13:30:00,28.0,28.0,29.2,32.4
2018-03-07 14:00:00,29.0,33.0,29.4,31.9
2018-03-07 14:30:00,30.0,17.0,29.7,31.3
2018-03-07 15:00:00,29.0,27.0,29.5,29.0
2018-03-07 15:30:00,29.0,27.0,29.6,30.8
2018-03-07 16:00:00,29.0,25.0,29.3,32.5
2018-03-07 16:30:00,29.0,29.0,29.1,31.3
2018-03-07 17:00:00,28.0,32.0,28.7,33.5
2018-03-07 17:30:00,28.0,23.0,28.0,33.5
2018-03-07 18:00:00,27.0,31.0,27.1,36.8
2018-03-07 18:30:00,26.0,39.0,26.3,38.9
2018-03-07 19:00:00,25.0,41.0,25.9,41.0
2018-03-07 19:30:00,24.5,42.5,25.8,42.1
2018-03-07 20:00:00,24.0,44.0,25.6,43.2
2018-03-07 20:30:00,22.0,49.0,25.4,43.2
2018-03-07 21:00:00,22.0,51.0,25.1,44.2
2018-03-07 21:30:00,22.0,53.0,24.8,45.8
2018-03-07 22:00:00,22.0,53.0,24.5,47.3
2018-03-07 22:30:00,21.0,56.0,24.2,48.3
2018-03-07 23:00:00,21.0,56.0,24.0,49.3
2018-03-07 23:30:00,20.0,53.0,23.8,50.3
2018-03-08 00:00:00,20.0,60.0,23.6,50.8
2018-03-08 00:30:00,20.0,60.0,23.5,50.8
2018-03-08 01:00:00,19.0,64.0,23.5,51.3
2018-03-08 01:30:00,19.0,64.0,23.6,51.3
2018-03-08 02:00:00,19.0,64.0,23.5,51.8
2018-03-08 02:30:00,18.0,68.0,23.4,52.8
2018-03-08 03:00:00,17.0,77.0,23.2,53.3
2018-03-08 03:30:00,17.0,77.0,23.2,54.3
2018-03-08 04:00:00,16.0,77.0,22.9,54.3
2018-03-08 04:30:00,16.0,77.0,22.7,54.2
2018-03-08 05:00:00,16.0,77.0,22.7,54.2
2018-03-08 05:30:00,16.0,77.0,22.5,55.7
2018-03-08 06:00:00,16.0,77.0,22.6,55.7
2018-03-08 06:30:00,16.0,77.0,22.4,56.2
2018-03-08 07:00:00,16.0,77.0,22.3,56.7
2018-03-08 07:30:00,17.0,77.0,23.2,57.3
2018-03-08 08:00:00,17.0,77.0,23.5,55.3
2018-03-08 08:30:00,18.0,69.0,24.5,54.5
2018-03-08 09:00:00,22.0,53.0,25.3,53.0
2018-03-08 09:30:00,22.0,53.0,25.4,52.6
2018-03-08 10:00:00,25.0,47.0,27.0,48.1
2018-03-08 10:30:00,27.0,39.0,27.1,44.4
2018-03-08 11:00:00,28.0,39.0,27.4,44.4
2018-03-08 11:30:00,29.0,27.0,27.7,41.2
2018-03-08 12:00:00,28.0,39.0,28.2,40.2
2018-03-08 12:30:00,29.0,30.0,29.1,37.5
2018-03-08 13:00:00,30.0,29.0,29.7,35.9
2018-03-08 13:30:00,31.0,25.0,30.2,33.7
2018-03-08 14:00:00,32.0,24.0,30.7,32.6
2018-03-08 14:30:00,32.0,15.0,31.1,32.0
2018-03-08 15:00:00,32.0,22.0,31.0,34.9
2018-03-08 15:30:00,32.0,22.0,30.6,36.0
2018-03-08 16:00:00,32.0,22.0,30.5,34.8
2018-03-08 16:30:00,32.0,22.0,30.5,36.0
2018-03-08 17:00:00,31.0,24.0,29.9,37.0
2018-03-08 17:30:00,29.0,23.0,29.0,40.8
2018-03-08 18:00:00,30.0,27.0,28.5,41.3
2018-03-08 18:30:00,29.0,30.0,27.9,42.9
2018-03-08 19:00:00,28.0,32.0,27.6,44.5
2018-03-08 19:30:00,27.0,34.0,27.2,46.0
2018-03-08 20:00:00,26.0,42.0,27.0,47.1
2018-03-08 20:30:00,25.0,44.0,26.8,48.1
2018-03-08 21:00:00,24.0,47.0,26.6,49.1
2018-03-08 21:30:00,23.0,50.0,26.3,50.1
2018-03-08 22:00:00,24.0,50.0,26.0,51.1
2018-03-08 22:30:00,23.0,53.0,26.0,51.1
2018-03-08 23:00:00,23.0,52.0,25.8,51.1
2018-03-08 23:30:00,23.0,51.0,25.7,50.6
2018-03-09 00:00:00,22.0,60.0,25.4,51.0
2018-03-09 00:30:00,21.0,64.0,25.4,52.6
2018-03-09 01:00:00,21.0,64.0,25.2,52.5
2018-03-09 01:30:00,20.0,68.0,25.0,52.5
2018-03-09 02:00:00,20.0,64.0,24.9,52.5
2018-03-09 02:30:00,18.0,70.0,24.7,52.5
2018-03-09 03:00:00,19.0,68.0,24.6,52.5
2018-03-09 03:30:00,18.0,77.0,24.5,53.5
2018-03-09 04:00:00,18.0,77.0,24.0,54.9
2018-03-09 04:30:00,18.0,77.0,24.0,54.9
2018-03-09 05:00:00,18.0,77.0,23.9,53.9
2018-03-09 05:30:00,18.0,72.0,23.9,54.4
2018-03-09 06:00:00,17.0,82.0,23.7,54.4
2018-03-09 06:30:00,17.0,82.0,22.9,59.7
2018-03-09 07:00:00,17.0,82.0,23.5,57.8
2018-03-09 07:30:00,18.0,77.0,22.6,59.1
2018-03-09 08:00:00,20.0,68.0,22.9,57.7
2018-03-09 08:30:00,21.0,56.0,23.8,55.9
2018-03-09 09:00:00,23.0,57.0,24.9,53.5
2018-03-09 09:30:00,24.0,53.0,25.7,49.0
2018-03-09 10:00:00,25.0,47.0,26.6,47.5
2018-03-09 10:30:00,26.0,44.5,27.3,43.9
2018-03-09 11:00:00,27.0,42.0,28.0,41.3
2018-03-09 11:30:00,28.0,37.0,28.8,39.1
2018-03-09 12:00:00,29.0,35.0,29.5,38.1
2018-03-09 12:30:00,30.0,33.0,30.1,35.9
2018-03-09 13:00:00,31.0,31.0,30.5,34.8
2018-03-09 13:30:00,31.0,31.0,31.2,34.3
2018-03-09 14:00:00,31.0,31.0,31.4,32.6
2018-03-09 14:30:00,32.0,20.0,31.7,30.9
2018-03-09 15:00:00,32.0,21.0,31.9,28.0
2018-03-09 15:30:00,32.0,22.0,32.0,28.0
2018-03-09 16:00:00,32.0,22.0,31.7,28.0
2018-03-09 16:30:00,32.0,22.0,31.4,26.8
2018-03-09 17:00:00,32.0,22.0,31.0,28.0
2018-03-09 17:30:00,30.0,21.0,30.3,30.3
2018-03-09 18:00:00,30.0,27.0,29.5,34.2
2018-03-09 18:30:00,29.0,31.0,28.4,36.9
2018-03-09 19:00:00,28.0,35.0,27.7,36.8
2018-03-09 19:30:00,27.0,37.0,27.5,39.0
2018-03-09 20:00:00,26.0,41.0,27.1,41.2
2018-03-09 20:30:00,25.0,45.0,27.0,43.3
2018-03-09 21:00:00,26.0,44.0,26.8,44.9
2018-03-09 21:30:00,26.0,47.0,25.8,48.0
2018-03-09 22:00:00,25.0,50.0,25.4,49.5
2018-03-09 22:30:00,25.0,47.0,25.4,49.5
2018-03-09 23:00:00,24.0,50.0,24.8,51.0
2018-03-09 23:30:00,22.0,51.0,24.4,52.4
2018-03-10 00:00:00,23.0,53.0,25.0,51.5
2018-03-10 00:30:00,22.0,57.0,25.0,50.5
2018-03-10 01:00:00,22.0,57.0,24.7,50.4
2018-03-10 01:30:00,22.0,57.0,24.6,51.5
2018-03-10 02:00:00,21.0,60.0,24.0,52.4
2018-03-10 02:30:00,20.0,64.0,23.3,54.8
2018-03-10 03:00:00,20.0,64.0,23.4,54.3
2018-03-10 03:30:00,19.5,68.5,23.0,55.3
2018-03-10 04:00:00,19.0,73.0,22.9,54.3
2018-03-10 04:30:00,18.0,77.0,22.5,55.2
2018-03-10 05:00:00,17.0,82.0,22.2,57.1
2018-03-10 05:30:00,18.0,72.0,21.8,58.5
2018-03-10 06:00:00,16.0,88.0,21.2,60.4
2018-03-10 06:30:00,15.0,94.0,21.1,60.9
2018-03-10 07:00:00,15.0,88.0,21.0,61.8
2018-03-10 07:30:00,16.0,88.0,21.1,61.3
2018-03-10 08:00:00,17.0,82.0,21.7,59.5
2018-03-10 08:30:00,19.0,60.0,23.1,54.8
2018-03-10 09:00:00,21.0,60.0,24.6,48.8
2018-03-10 09:30:00,23.0,53.0,25.4,46.3
2018-03-10 10:00:00,24.0,50.0,26.3,43.2
2018-03-10 10:30:00,25.0,44.0,27.5,39.6
2018-03-10 11:00:00,27.0,34.0,28.5,36.9
2018-03-10 11:30:00,29.0,21.0,29.0,33.6
2018-03-10 12:00:00,29.5,25.0,29.8,34.8
2018-03-10 12:30:00,30.0,29.0,30.3,32.5
2018-03-10 13:00:00,31.0,25.0,30.9,29.7
2018-03-10 13:30:00,31.0,24.0,31.5,28.0
2018-03-10 14:00:00,30.0,25.0,31.7,28.0
2018-03-10 14:30:00,33.0,13.0,32.0,26.3
2018-03-10 15:00:00,32.0,22.0,32.2,26.9
2018-03-10 15:30:00,32.0,22.0,32.1,24.5
2018-03-10 16:00:00,32.0,21.0,32.1,23.3
2018-03-10 16:30:00,31.0,22.0,31.8,25.1
2018-03-10 17:00:00,31.0,24.0,31.4,26.8
2018-03-10 17:30:00,30.0,19.0,30.6,29.1
2018-03-10 18:00:00,29.0,30.0,29.6,31.3
2018-03-10 18:30:00,28.0,32.0,28.5,34.7
2018-03-10 19:00:00,27.0,34.0,27.7,36.3
2018-03-10 19:30:00,27.0,39.0,27.2,39.0
2018-03-10 20:00:00,26.0,44.0,26.6,42.2
2018-03-10 20:30:00,25.0,43.0,26.2,45.4
2018-03-10 21:00:00,26.0,44.0,25.7,50.0
2018-03-10 21:30:00,25.0,47.0,25.5,53.1
2018-03-10 22:00:00,25.0,50.0,25.3,54.6
2018-03-10 22:30:00,24.0,53.0,25.0,55.1
