,Airport_temperature,Airport_Humidity,IIITD_temperature,IIITD_Humidity
2018-03-25 03:30:00,20.0,68.0,24.8,55.0
2018-03-25 04:00:00,20.0,68.0,24.6,56.5
2018-03-25 04:30:00,19.5,70.5,24.2,57.4
2018-03-25 05:00:00,19.0,73.0,23.7,58.8
2018-03-25 05:30:00,19.0,82.0,23.3,60.2
2018-03-25 06:00:00,19.0,77.5,23.1,60.7
2018-03-25 06:01:00,19.0,73.0,23.1,60.900000000000006
2018-03-25 06:30:00,18.0,77.0,23.1,61.1
2018-03-25 07:00:00,18.0,77.0,22.9,62.1
2018-03-25 07:30:00,18.0,83.0,23.6,60.7
2018-03-25 08:00:00,20.0,73.0,24.0,59.8
2018-03-25 08:30:00,21.0,68.0,25.0,57.5
2018-03-25 09:00:00,22.0,69.0,26.3,54.2
2018-03-25 09:30:00,24.0,61.0,27.2,51.3
2018-03-25 10:00:00,25.0,57.0,27.8,49.8
2018-03-25 10:30:00,28.0,45.0,28.7,46.2
2018-03-25 11:00:00,29.0,42.0,29.6,43.6
2018-03-25 11:30:00,30.0,35.0,30.3,40.4
2018-03-25 12:00:00,30.5,34.0,30.8,40.5
2018-03-25 12:30:00,31.0,33.0,31.2,37.7
2018-03-25 13:00:00,32.0,27.0,31.8,33.3
2018-03-25 13:30:00,32.0,26.0,32.4,29.3
2018-03-25 14:00:00,33.0,24.0,32.7,30.4
2018-03-25 14:30:00,33.0,23.0,32.6,28.7
2018-03-25 15:00:00,33.0,24.0,32.8,27.5
2018-03-25 15:30:00,33.0,24.0,32.8,28.1
2018-03-25 16:00:00,33.0,23.0,32.6,30.4
2018-03-25 16:30:00,33.0,23.0,32.4,27.5
2018-03-25 17:00:00,32.0,24.0,32.0,28.1
2018-03-25 17:30:00,32.0,23.0,31.5,29.2
2018-03-25 18:00:00,31.0,25.0,30.8,30.3
2018-03-25 18:30:00,30.0,27.0,30.0,32.5
2018-03-25 19:00:00,29.0,30.0,29.2,35.8
2018-03-25 19:30:00,27.5,34.5,28.7,38.0
2018-03-25 20:00:00,26.0,39.0,28.4,39.6
2018-03-25 20:30:00,27.0,39.0,28.2,41.3
2018-03-25 21:00:00,26.0,42.0,27.8,42.9
2018-03-25 21:30:00,26.0,42.0,27.6,44.4
2018-03-25 22:00:00,26.0,44.0,27.3,46.5
2018-03-25 22:30:00,26.0,47.0,26.9,48.1
2018-03-25 23:00:00,26.0,47.0,26.6,49.6
2018-03-25 23:30:00,26.0,51.0,26.4,51.1
2018-03-26 00:00:00,25.0,54.0,26.2,51.6
2018-03-26 00:30:00,24.0,57.0,25.8,53.6
2018-03-26 01:00:00,23.0,61.0,25.6,54.6
2018-03-26 01:30:00,23.0,61.0,25.6,54.6
2018-03-26 02:00:00,23.0,61.0,25.8,52.1
2018-03-26 02:30:00,22.0,67.0,25.3,54.6
2018-03-26 03:00:00,21.0,68.0,25.2,55.0
2018-03-26 03:30:00,20.5,68.0,24.8,55.5
2018-03-26 04:00:00,20.0,68.0,24.5,56.0
2018-03-26 04:30:00,19.5,68.0,24.3,55.9
2018-03-26 05:00:00,19.0,68.0,24.1,55.4
2018-03-26 05:30:00,19.0,74.0,24.0,54.9
2018-03-26 06:00:00,18.5,73.5,23.6,55.3
2018-03-26 06:30:00,18.0,73.0,23.4,56.3
2018-03-26 07:00:00,17.0,82.0,23.5,55.3
2018-03-26 07:30:00,18.0,77.0,23.9,54.4
2018-03-26 08:00:00,21.0,60.0,24.6,53.0
2018-03-26 08:30:00,23.0,52.0,25.8,50.6
2018-03-26 09:00:00,23.0,53.0,27.2,47.1
2018-03-26 09:30:00,26.0,44.0,28.5,42.4
2018-03-26 10:00:00,27.0,42.0,29.2,40.8
2018-03-26 10:30:00,29.0,37.0,29.8,40.4
2018-03-26 11:00:00,30.0,35.0,30.5,38.8
2018-03-26 11:30:00,32.0,30.0,31.2,37.2
2018-03-26 12:00:00,32.0,31.0,31.4,35.5
2018-03-26 12:30:00,32.0,29.0,32.3,32.7
2018-03-26 13:00:00,33.0,28.0,32.9,31.6
2018-03-26 13:30:00,33.5,24.5,33.2,29.3
2018-03-26 14:00:00,34.0,21.0,33.6,28.2
2018-03-26 14:30:00,34.0,20.0,33.7,25.8
2018-03-26 15:00:00,34.0,21.0,33.8,25.8
2018-03-26 15:30:00,34.0,21.0,33.7,23.5
2018-03-26 16:00:00,34.0,20.0,33.6,23.4
2018-03-26 16:30:00,34.0,21.0,33.2,25.2
2018-03-26 17:00:00,33.0,21.5,32.9,26.9
2018-03-26 17:30:00,32.0,22.0,32.1,24.5
2018-03-26 18:00:00,32.0,24.0,31.5,26.8
2018-03-26 18:30:00,32.0,26.0,30.8,29.1
2018-03-26 19:00:00,30.0,29.0,30.2,31.4
2018-03-26 19:30:00,29.0,30.0,29.7,33.6
2018-03-26 20:00:00,29.0,30.0,29.1,36.4
2018-03-26 20:30:00,28.0,36.0,28.9,37.5
2018-03-26 21:00:00,28.0,32.0,28.8,38.0
2018-03-26 21:30:00,27.0,34.0,28.6,38.0
2018-03-26 22:00:00,26.0,36.0,28.4,39.1
2018-03-26 22:30:00,25.0,38.5,28.2,40.2
2018-03-26 23:00:00,24.0,41.0,27.9,40.1
2018-03-26 23:30:00,23.0,50.0,27.6,41.2
2018-03-27 00:00:00,23.0,44.0,27.2,42.2
2018-03-27 00:30:00,23.0,44.0,26.9,42.8
2018-03-27 01:00:00,22.0,50.0,26.6,43.3
2018-03-27 01:30:00,22.0,50.0,26.3,43.8
2018-03-27 02:00:00,22.0,50.0,26.0,44.3
2018-03-27 02:30:00,21.0,53.0,25.8,44.8
2018-03-27 03:00:00,21.0,53.0,25.6,45.3
2018-03-27 03:30:00,21.0,53.0,25.4,45.3
2018-03-27 04:00:00,21.0,53.0,25.3,45.3
2018-03-27 04:30:00,20.0,60.0,25.1,45.2
2018-03-27 05:00:00,20.0,60.0,24.9,45.2
2018-03-27 05:30:00,20.0,63.0,24.8,45.2
2018-03-27 06:00:00,19.0,64.0,24.5,47.3
2018-03-27 06:30:00,19.0,64.0,24.7,46.2
2018-03-27 07:00:00,19.0,64.0,24.8,45.2
2018-03-27 07:30:00,20.0,60.0,25.4,44.2
2018-03-27 08:00:00,22.0,46.0,26.2,42.7
2018-03-27 08:30:00,25.0,36.0,27.0,42.2
2018-03-27 09:00:00,26.0,36.0,28.3,41.3
2018-03-27 09:30:00,27.0,37.0,29.6,39.2
2018-03-27 10:00:00,30.0,31.0,30.6,34.9
2018-03-27 10:30:00,30.0,31.0,31.5,31.5
2018-03-27 11:00:00,32.0,26.0,32.3,30.4
2018-03-27 11:30:00,34.0,20.0,33.2,28.2
2018-03-27 12:00:00,34.0,23.0,34.2,27.1
2018-03-27 12:30:00,36.0,19.0,34.9,23.5
2018-03-27 13:00:00,36.0,17.0,35.3,21.7
2018-03-27 13:30:00,36.0,17.0,35.8,18.7
2018-03-27 14:00:00,37.0,13.0,36.0,18.7
2018-03-27 14:30:00,38.0,13.0,36.2,17.5
2018-03-27 15:00:00,38.0,12.0,36.1,15.0
2018-03-27 15:30:00,38.0,11.666666666666666,36.2,17.5
2018-03-27 16:00:00,38.0,11.333333333333334,36.1,17.5
2018-03-27 16:01:00,38.0,11.0,36.0,17.5
2018-03-27 16:30:00,38.0,10.0,35.9,17.5
2018-03-27 17:00:00,37.0,15.0,35.3,18.7
2018-03-27 17:30:00,37.0,15.0,34.6,21.1
2018-03-27 18:00:00,36.0,15.0,33.6,19.8
2018-03-27 18:30:00,34.0,16.0,32.8,22.2
2018-03-27 19:00:00,33.0,18.0,31.9,25.7
2018-03-27 19:30:00,32.0,21.0,31.3,28.0
2018-03-27 20:00:00,31.0,22.0,31.0,29.1
2018-03-27 20:30:00,29.0,29.0,30.8,30.3
2018-03-27 21:00:00,29.0,29.0,30.6,31.4
2018-03-27 21:30:00,28.5,29.5,30.5,31.4
2018-03-27 22:00:00,28.0,30.0,30.4,32.5
2018-03-27 22:30:00,27.0,34.0,30.2,33.7
2018-03-27 23:00:00,27.0,34.0,29.9,34.2
2018-03-27 23:30:00,25.0,42.0,29.7,34.8
2018-03-28 00:00:00,26.0,36.0,29.5,37.0
2018-03-28 00:30:00,25.0,41.0,29.0,39.2
2018-03-28 01:00:00,25.0,41.0,28.9,39.1
2018-03-28 01:30:00,24.0,44.0,28.7,39.1
2018-03-28 02:00:00,24.0,44.0,28.5,40.2
2018-03-28 02:30:00,22.0,53.0,28.2,40.2
2018-03-28 03:00:00,22.0,50.0,27.7,40.1
2018-03-28 03:30:00,21.0,56.0,27.3,37.9
2018-03-28 04:00:00,21.0,53.0,27.1,36.8
2018-03-28 04:30:00,21.0,53.0,27.4,37.9
2018-03-28 05:00:00,20.0,56.0,27.1,40.1
2018-03-28 05:30:00,20.0,58.0,27.0,40.1
2018-03-28 06:00:00,20.0,52.0,26.5,38.9
2018-03-28 06:30:00,20.0,52.0,26.1,38.9
2018-03-28 07:00:00,21.0,53.0,26.3,37.8
2018-03-28 07:30:00,22.0,50.0,26.9,36.7
2018-03-28 08:00:00,24.0,41.0,27.4,35.7
2018-03-28 08:30:00,27.0,37.0,28.7,33.6
2018-03-28 09:00:00,30.0,25.0,30.3,30.3
2018-03-28 09:30:00,32.0,21.0,31.7,28.0
2018-03-28 10:00:00,33.0,18.0,32.8,23.4
2018-03-28 10:30:00,34.0,16.0,33.8,20.4
2018-03-28 11:00:00,35.0,15.0,34.5,18.7
2018-03-28 11:30:00,37.0,15.0,35.1,18.7
2018-03-28 12:00:00,36.0,15.0,35.7,18.7
2018-03-28 12:30:00,37.0,12.0,36.1,18.7
2018-03-28 13:00:00,38.0,14.0,36.6,17.5
2018-03-28 13:30:00,38.0,13.0,37.1,17.6
2018-03-28 14:00:00,38.5,14.5,37.2,16.3
2018-03-28 14:30:00,39.0,16.0,37.7,17.6
2018-03-28 15:00:00,39.0,11.0,37.8,16.4
2018-03-28 15:30:00,39.0,11.0,37.8,16.4
2018-03-28 16:00:00,39.0,11.0,37.5,17.6
2018-03-28 16:30:00,38.0,12.0,37.0,19.4
2018-03-28 17:00:00,38.0,12.0,36.3,22.4
2018-03-28 17:30:00,34.0,27.0,35.2,24.7
2018-03-28 18:00:00,34.0,23.0,34.1,27.0
2018-03-28 18:30:00,33.0,24.0,33.1,30.5
2018-03-28 19:00:00,32.0,26.0,32.5,31.6
2018-03-28 19:30:00,32.0,26.0,32.0,31.5
2018-03-28 20:00:00,31.0,31.0,31.7,32.7
2018-03-28 20:30:00,30.0,37.0,31.2,34.9
2018-03-28 21:00:00,30.0,35.0,30.9,37.1
2018-03-28 21:30:00,30.0,35.0,30.6,37.7
2018-03-28 22:00:00,29.0,37.0,30.4,38.2
2018-03-28 22:30:00,26.0,44.0,30.0,39.3
2018-03-28 23:00:00,26.0,44.0,29.6,40.9
2018-03-28 23:30:00,26.0,45.0,29.2,41.9
2018-03-29 00:00:00,25.0,47.0,28.9,41.3
2018-03-29 00:30:00,24.5,48.5,28.5,41.9
2018-03-29 01:00:00,24.0,50.0,28.3,42.4
2018-03-29 01:30:00,24.0,50.0,28.1,43.4
2018-03-29 02:00:00,24.0,50.0,27.8,44.5
2018-03-29 02:30:00,24.0,56.0,27.7,44.4
2018-03-29 03:00:00,23.5,54.5,27.2,44.4
2018-03-29 03:30:00,23.0,53.0,27.2,44.4
2018-03-29 04:00:00,22.0,57.0,26.8,44.9
2018-03-29 04:30:00,21.0,60.5,26.3,46.4
2018-03-29 05:00:00,20.0,64.0,25.5,48.4
2018-03-29 05:30:00,20.0,68.0,25.1,48.9
2018-03-29 06:00:00,20.0,64.0,24.7,49.4
2018-03-29 06:30:00,19.0,64.0,24.6,48.3
2018-03-29 07:00:00,19.0,64.0,24.7,46.8
2018-03-29 07:30:00,20.0,60.0,25.3,44.7
2018-03-29 08:00:00,23.0,47.0,26.2,42.1
2018-03-29 08:30:00,24.0,44.0,27.2,39.5
2018-03-29 09:00:00,26.0,39.0,28.5,38.0
2018-03-29 09:30:00,28.0,35.0,29.7,35.9
2018-03-29 10:00:00,30.0,31.0,30.9,34.3
2018-03-29 10:30:00,31.0,29.0,31.7,32.1
2018-03-29 11:00:00,33.0,26.0,32.6,31.6
2018-03-29 11:30:00,34.0,24.0,33.1,29.3
2018-03-29 12:00:00,35.0,22.0,33.9,28.8
2018-03-29 12:30:00,36.0,19.0,34.5,27.1
2018-03-29 13:00:00,36.0,20.0,34.9,24.7
2018-03-29 13:30:00,36.0,19.0,35.5,23.6
2018-03-29 14:00:00,37.0,17.0,35.7,23.6
2018-03-29 14:30:00,37.0,22.0,35.8,22.4
2018-03-29 15:00:00,37.0,17.0,35.9,22.4
2018-03-29 15:30:00,37.0,16.0,36.0,21.2
2018-03-29 16:00:00,37.0,16.0,35.9,22.4
2018-03-29 16:30:00,37.0,16.0,35.6,22.4
2018-03-29 17:00:00,36.0,17.0,35.2,23.5
2018-03-29 17:30:00,35.0,26.0,34.5,25.3
2018-03-29 18:00:00,34.0,19.0,33.7,27.0
2018-03-29 18:30:00,33.0,21.0,32.9,28.1
2018-03-29 19:00:00,33.0,21.0,32.4,28.7
2018-03-29 19:30:00,32.0,24.0,31.9,30.4
2018-03-29 20:00:00,31.0,27.0,31.7,31.5
2018-03-29 20:30:00,30.0,35.0,31.4,32.6
2018-03-29 21:00:00,30.0,29.0,31.0,33.7
2018-03-29 21:30:00,29.5,31.0,30.6,34.8
2018-03-29 22:00:00,29.0,33.0,30.3,37.1
2018-03-29 22:30:00,29.0,33.0,30.1,38.2
2018-03-29 23:00:00,27.0,39.0,29.8,39.2
2018-03-29 23:30:00,27.0,44.0,29.5,40.3
2018-03-30 00:00:00,25.0,44.0,29.3,41.4
2018-03-30 00:30:00,25.0,47.0,28.9,41.3
2018-03-30 01:00:00,24.0,50.0,28.5,42.4
2018-03-30 01:30:00,24.0,50.0,28.4,42.9
2018-03-30 02:00:00,24.0,50.0,28.1,44.0
2018-03-30 02:30:00,24.0,56.0,27.7,44.5
2018-03-30 03:00:00,24.0,50.0,27.4,45.0
2018-03-30 03:30:00,24.0,50.0,27.0,46.0
2018-03-30 04:00:00,23.0,53.0,26.7,46.5
2018-03-30 04:30:00,23.0,53.0,26.3,47.5
2018-03-30 05:00:00,22.0,53.0,26.2,47.5
2018-03-30 05:30:00,24.0,53.0,26.0,47.4
2018-03-30 06:00:00,22.0,53.0,25.8,46.9
2018-03-30 06:30:00,24.0,47.0,25.8,46.4
2018-03-30 07:00:00,23.0,50.0,26.1,45.3
2018-03-30 07:30:00,24.0,47.0,26.6,43.8
2018-03-30 08:00:00,27.0,37.0,27.4,41.7
2018-03-30 08:30:00,27.0,38.0,28.7,37.5
2018-03-30 09:00:00,28.0,35.0,29.9,33.7
2018-03-30 09:30:00,29.0,31.0,30.9,30.3
2018-03-30 10:00:00,30.0,27.0,31.6,28.6
2018-03-30 10:30:00,32.0,22.0,32.1,26.9
2018-03-30 11:00:00,33.0,20.0,32.9,25.8
2018-03-30 11:30:00,35.0,21.0,33.4,25.8
2018-03-30 12:00:00,34.0,17.0,33.7,24.0
2018-03-30 12:30:00,34.5,16.0,34.3,22.3
2018-03-30 13:00:00,35.0,15.0,34.8,21.1
2018-03-30 13:30:00,36.0,15.0,34.8,21.1
2018-03-30 14:00:00,36.0,14.0,35.1,21.1
2018-03-30 14:30:00,37.0,21.0,35.4,21.1
2018-03-30 15:00:00,37.0,13.0,35.6,21.2
2018-03-30 15:30:00,37.0,13.0,35.5,19.9
2018-03-30 16:00:00,37.0,13.0,35.4,22.4
2018-03-30 16:30:00,36.0,14.0,35.1,22.3
2018-03-30 17:00:00,35.0,15.0,34.6,25.3
2018-03-30 17:30:00,34.0,28.0,33.9,25.8
2018-03-30 18:00:00,33.5,27.0,33.2,28.1
2018-03-30 18:30:00,33.0,26.0,32.4,30.4
2018-03-30 19:00:00,32.0,29.0,31.7,31.5
2018-03-30 19:30:00,31.0,31.0,31.4,33.2
2018-03-30 20:00:00,31.0,31.0,31.2,34.3
2018-03-30 20:30:00,29.0,43.0,30.9,36.0
2018-03-30 21:00:00,29.0,35.0,30.6,36.5
2018-03-30 21:30:00,27.0,39.0,30.5,37.6
2018-03-30 22:00:00,26.5,40.5,30.4,38.2
2018-03-30 22:30:00,26.0,42.0,30.3,38.2
2018-03-30 23:00:00,26.0,42.0,29.5,40.9
2018-03-30 23:30:00,25.0,51.0,29.5,41.4
2018-03-31 00:00:00,26.0,44.0,29.4,41.4
2018-03-31 00:30:00,25.0,44.0,29.3,41.4
2018-03-31 01:00:00,24.5,47.0,29.2,42.5
2018-03-31 01:30:00,24.0,50.0,29.1,43.0
2018-03-31 02:00:00,24.0,55.5,28.9,43.5
2018-03-31 02:30:00,24.0,61.0,28.1,44.5
2018-03-31 03:00:00,24.0,50.0,27.4,45.5
2018-03-31 03:30:00,24.0,53.0,26.6,45.9
2018-03-31 04:00:00,24.0,53.0,25.6,43.7
2018-03-31 04:30:00,23.5,51.5,25.1,43.6
2018-03-31 05:00:00,23.0,50.0,24.6,44.1
2018-03-31 05:30:00,22.0,56.0,24.0,45.1
2018-03-31 06:00:00,22.0,50.0,23.4,46.6
2018-03-31 06:30:00,21.0,53.0,22.9,47.6
2018-03-31 07:00:00,21.333333333333332,53.0,23.2,48.1
2018-03-31 07:30:00,21.666666666666668,53.0,23.2,48.1
2018-03-31 08:00:00,22.0,53.0,24.0,46.7
2018-03-31 08:30:00,24.0,48.0,25.0,45.7
2018-03-31 09:00:00,24.0,47.0,25.7,45.3
2018-03-31 09:30:00,25.0,41.0,26.2,43.8
2018-03-31 10:00:00,25.0,39.0,26.4,42.7
2018-03-31 10:30:00,26.0,39.0,27.1,42.8
2018-03-31 11:00:00,27.0,37.0,27.7,42.3
2018-03-31 11:30:00,30.0,37.0,28.8,40.2
2018-03-31 12:00:00,29.0,33.0,29.9,39.3
2018-03-31 12:30:00,30.0,33.0,30.5,38.8
2018-03-31 13:00:00,30.0,33.0,31.1,37.1
2018-03-31 13:30:00,31.0,31.0,31.5,36.1
2018-03-31 14:00:00,33.0,32.0,32.5,35.0
2018-03-31 14:30:00,35.0,33.0,32.9,33.9
2018-03-31 15:00:00,33.0,24.0,33.0,33.9
2018-03-31 15:30:00,33.0,26.0,33.0,33.9
2018-03-31 16:00:00,33.0,24.0,33.2,35.1
2018-03-31 16:30:00,32.0,27.0,32.5,36.1
2018-03-31 17:00:00,33.0,24.0,32.1,37.2
2018-03-31 17:30:00,33.0,24.0,31.4,39.4
2018-03-31 18:00:00,31.0,38.0,30.6,41.5
2018-03-31 18:30:00,30.0,37.0,30.2,42.6
2018-03-31 19:00:00,29.0,42.0,29.5,44.1
2018-03-31 19:30:00,28.0,45.0,29.0,45.7
2018-03-31 20:00:00,28.0,42.0,29.2,45.2
2018-03-31 20:30:00,27.0,52.0,29.1,45.7
2018-03-31 21:00:00,27.0,48.0,28.8,47.3
2018-03-31 21:30:00,27.0,48.0,28.7,47.3
2018-03-31 22:00:00,26.0,47.0,28.5,47.7
2018-03-31 22:30:00,26.0,51.0,28.2,47.7
2018-03-31 23:00:00,26.0,51.0,28.2,48.2
2018-03-31 23:30:00,25.0,60.0,28.0,48.7
2018-04-01 00:00:00,25.0,54.0,27.9,48.2
2018-04-01 00:30:00,25.0,50.0,27.5,47.1
2018-04-01 01:00:00,25.0,50.0,27.1,47.6
2018-04-01 01:30:00,25.0,47.0,26.7,48.1
2018-04-01 02:00:00,25.0,47.0,26.3,48.5
2018-04-01 02:30:00,25.0,54.0,26.0,48.5
2018-04-01 03:00:00,25.0,47.0,25.5,49.5
2018-04-01 03:30:00,25.0,47.0,25.4,49.4
2018-04-01 04:00:00,25.0,44.0,25.4,48.4
2018-04-01 04:30:00,24.0,47.0,25.2,48.9
2018-04-01 05:00:00,24.0,47.0,24.8,49.9
2018-04-01 05:30:00,22.0,77.0,24.5,51.4
2018-04-01 06:00:00,24.0,47.0,24.6,50.9
2018-04-01 06:30:00,23.0,53.0,24.6,50.4
2018-04-01 07:00:00,23.0,50.0,24.7,51.4
2018-04-01 07:30:00,24.0,50.0,25.8,49.5
2018-04-01 08:00:00,25.5,43.5,25.8,49.0
2018-04-01 08:30:00,27.0,37.0,26.2,48.5
2018-04-01 09:00:00,27.0,42.0,27.0,47.6
2018-04-01 09:30:00,27.0,42.0,27.4,47.6
2018-04-01 10:00:00,28.0,42.0,28.0,47.7
2018-04-01 10:30:00,29.0,42.0,28.7,47.3
2018-04-01 11:00:00,29.0,42.0,29.5,45.2
2018-04-01 11:30:00,32.0,38.0,30.3,44.2
2018-04-01 12:00:00,30.0,37.0,30.8,41.6
2018-04-01 12:30:00,31.5,35.5,31.6,40.5
2018-04-01 13:00:00,33.0,34.0,31.9,38.3
2018-04-01 13:30:00,33.333333333333336,34.333333333333336,32.5,37.3
2018-04-01 14:00:00,33.666666666666664,34.666666666666664,32.7,36.7
2018-04-01 14:30:00,34.0,35.0,33.0,36.2
2018-04-01 15:00:00,35.0,28.0,33.1,36.2
2018-04-01 15:30:00,35.0,28.0,33.3,34.0
2018-04-01 16:00:00,35.0,28.0,33.2,35.1
2018-04-01 16:30:00,35.0,28.0,33.1,35.1
2018-04-01 16:50:00,34.0,28.0,32.900000000000006,35.650000000000006
2018-04-01 17:00:00,34.0,28.0,32.7,36.2
2018-04-01 17:30:00,34.0,38.0,32.4,36.1
2018-04-01 18:00:00,33.0,31.0,31.8,38.3
2018-04-01 18:30:00,33.0,31.0,31.3,40.5
2018-04-01 19:00:00,32.0,33.0,30.7,41.5
2018-04-01 19:30:00,31.0,35.0,30.4,42.6
2018-04-01 20:00:00,30.0,37.0,30.1,43.1
2018-04-01 20:30:00,29.0,47.0,29.7,44.7
2018-04-01 21:00:00,29.0,42.0,29.5,44.7
2018-04-01 21:30:00,29.0,42.0,29.3,44.6
2018-04-01 22:00:00,28.0,42.0,29.2,43.5
2018-04-01 22:30:00,27.0,45.0,29.0,43.5
2018-04-01 23:00:00,27.0,45.0,28.8,43.5
2018-04-01 23:30:00,26.0,56.0,28.7,44.0
2018-04-02 00:00:00,25.5,53.0,28.5,44.5
2018-04-02 00:30:00,25.0,50.0,28.3,45.1
2018-04-02 01:00:00,24.0,53.0,28.1,45.6
2018-04-02 01:30:00,24.0,54.0,28.1,45.6
2018-04-02 02:00:00,24.0,55.0,28.1,45.6
2018-04-02 02:30:00,24.0,56.0,27.6,47.1
2018-04-02 03:00:00,24.0,53.0,27.4,47.6
2018-04-02 03:30:00,24.0,53.0,27.0,48.1
2018-04-02 04:00:00,24.0,53.0,26.9,48.6
2018-04-02 04:30:00,24.0,53.0,26.7,49.1
2018-04-02 05:00:00,24.0,53.0,26.3,49.6
2018-04-02 05:30:00,24.0,53.0,26.1,49.5
2018-04-02 06:00:00,24.0,53.0,25.9,50.0
2018-04-02 06:30:00,23.0,57.0,25.8,50.5
2018-04-02 07:00:00,24.0,53.0,25.9,50.6
2018-04-02 07:30:00,24.0,50.0,26.8,50.7
2018-04-02 08:00:00,26.0,47.0,26.8,49.6
2018-04-02 08:30:00,29.0,45.0,27.3,49.2
2018-04-02 09:00:00,29.0,42.0,28.2,47.2
2018-04-02 09:30:00,30.0,40.0,28.9,46.7
2018-04-02 10:00:00,31.0,40.0,29.5,46.3
2018-04-02 10:30:00,31.5,38.0,30.5,44.3
2018-04-02 11:00:00,32.0,36.0,31.2,42.7
2018-04-02 11:30:00,35.0,34.0,31.8,40.6
2018-04-02 12:00:00,34.5,33.0,32.4,37.3
2018-04-02 12:30:00,34.0,32.0,33.0,37.3
2018-04-02 13:00:00,35.0,30.0,33.4,36.2
2018-04-02 13:30:00,36.0,28.0,33.7,35.1
2018-04-02 14:00:00,36.5,30.0,34.2,34.0
2018-04-02 14:30:00,37.0,32.0,34.3,34.6
2018-04-02 15:00:00,37.0,25.0,34.4,34.6
2018-04-02 15:30:00,37.0,25.0,34.6,34.6
2018-04-02 16:00:00,36.5,25.0,34.5,34.1
2018-04-02 16:30:00,36.0,25.0,34.2,34.0
2018-04-02 17:00:00,36.0,25.0,33.8,35.1
2018-04-02 17:30:00,35.0,26.0,33.4,35.7
2018-04-02 18:00:00,34.333333333333336,27.666666666666668,32.8,37.3
2018-04-02 18:30:00,33.666666666666664,29.333333333333332,32.1,37.8
2018-04-02 19:00:00,33.0,31.0,31.7,38.9
2018-04-02 19:30:00,32.0,33.0,31.4,39.9
2018-04-02 20:00:00,31.5,35.5,31.1,40.5
2018-04-02 20:30:00,31.0,38.0,30.8,40.4
2018-04-02 21:00:00,30.0,37.0,30.6,40.4
2018-04-02 21:30:00,29.5,39.5,30.5,40.4
2018-04-02 22:00:00,29.0,42.0,30.2,39.3
2018-04-02 22:30:00,29.0,37.0,30.0,40.4
2018-04-02 23:00:00,29.0,37.0,29.8,40.9
2018-04-02 23:30:00,27.0,53.0,29.6,42.0
2018-04-03 00:00:00,28.0,42.0,29.5,42.5
2018-04-03 00:30:00,27.0,45.0,29.3,43.0
2018-04-03 01:00:00,27.0,45.0,29.1,43.5
2018-04-03 01:30:00,26.0,47.0,28.9,44.6
2018-04-03 02:00:00,26.0,47.0,28.8,44.6
2018-04-03 02:30:00,25.0,50.0,28.6,45.6
2018-04-03 03:00:00,26.0,47.0,28.5,46.2
2018-04-03 03:30:00,25.0,50.0,28.2,46.7
2018-04-03 04:00:00,25.0,50.0,28.0,47.7
2018-04-03 04:30:00,24.666666666666668,53.666666666666664,27.8,47.7
2018-04-03 05:00:00,24.333333333333332,57.333333333333336,27.6,48.2
2018-04-03 05:30:00,24.0,61.0,27.5,48.7
2018-04-03 06:00:00,25.0,50.0,27.3,48.7
2018-04-03 06:30:00,25.0,50.0,27.0,48.6
2018-04-03 07:00:00,25.0,50.0,27.1,48.6
2018-04-03 07:30:00,26.0,47.0,27.4,48.7
2018-04-03 08:00:00,26.0,47.0,28.1,46.6
2018-04-03 08:30:00,27.0,45.0,28.8,45.7
2018-04-03 09:00:00,29.0,40.0,29.8,43.6
2018-04-03 09:30:00,30.0,37.0,30.7,42.1
2018-04-03 10:00:00,32.0,31.0,31.4,40.5
2018-04-03 10:30:00,33.333333333333336,29.0,32.0,39.5
2018-04-03 11:00:00,34.666666666666664,27.0,32.9,37.3
2018-04-03 11:30:00,36.0,25.0,33.5,36.2
2018-04-03 12:00:00,36.0,24.0,33.9,35.1
2018-04-03 12:30:00,36.0,23.0,34.4,32.9
2018-04-03 13:00:00,38.0,29.0,34.9,32.4
2018-04-03 13:30:00,38.0,31.0,35.5,31.8
2018-04-03 14:00:00,38.0,29.0,35.0,31.8
2018-04-03 14:30:00,39.0,27.0,35.6,31.3
2018-04-03 15:00:00,40.0,26.0,36.0,29.5
2018-04-03 15:30:00,40.0,26.0,36.0,29.5
2018-04-03 16:00:00,40.0,26.0,36.0,29.5
2018-04-03 16:30:00,39.5,26.5,36.0,29.5
2018-04-03 17:00:00,39.0,27.0,35.7,30.1
2018-04-03 17:30:00,37.0,35.0,35.1,30.6
2018-04-03 18:00:00,39.0,24.0,34.5,31.7
2018-04-03 18:30:00,36.0,27.0,34.0,34.0
2018-04-03 19:00:00,35.0,26.0,33.4,35.7
2018-04-03 19:30:00,35.0,26.0,32.9,38.4
2018-04-03 20:00:00,33.0,34.0,32.4,41.7
2018-04-03 20:30:00,32.0,49.0,32.0,43.9
2018-04-03 21:00:00,32.0,46.0,31.7,43.8
2018-04-03 21:30:00,32.0,46.0,31.6,43.3
2018-04-03 22:00:00,31.0,46.0,31.5,42.7
2018-04-03 22:30:00,31.0,46.0,31.1,42.7
2018-04-03 23:00:00,30.5,47.0,30.8,43.7
2018-04-03 23:30:00,30.0,48.0,30.5,44.8
2018-04-04 00:00:00,30.0,48.0,30.5,44.2
2018-04-04 00:30:00,29.0,51.0,30.5,44.2
